payment_id,ride_id,amount,payment_date
P004543,R023894,21.58,2024-08-23
P004544,R028845,35.46,2025-07-12
P004545,R009971,34.54,2026-06-17
P004546,R015650,27.88,2025-08-10
P004547,R025522,21.68,2025-02-05
P004548,R014467,20.98,2025-11-04
P004549,R028751,30.85,2025-01-12
P004550,R029924,29.19,2025-04-30
P004551,R008707,38.1,2025-12-03
P004552,R017047,42.1,2024-03-27
P004553,R012971,8.93,2025-01-26
P004554,R000594,26.3,2025-12-28
P004555,R012633,26.51,2026-01-10
P004556,R023067,19.73,2024-04-17
P004557,R012162,14.99,2026-05-07
P004558,R012626,32.96,2026-01-31
P004559,R023160,43.13,2025-01-15
P004560,R009161,33.26,2024-03-25
P004561,R016850,31.86,2026-04-10
P004562,R021148,12.77,2025-01-05
P004563,R010298,30.98,2025-09-20
P004564,R012067,33.01,2025-06-18
P004565,R012298,6.75,2025-05-22
P004566,R019276,24.01,2025-05-07
P004567,R019276,24.01,2025-05-07
P004568,R011830,31.4,2026-03-15
P004569,R018604,31.03,2026-06-03
P004570,R006706,9.53,2025-08-24
P004571,R023400,6.4,2024-09-03
P004572,R025549,10.25,2026-06-11
P004573,R022582,22.34,2026-01-17
P004574,R003480,42.11,2026-01-12
P004575,R014596,20.32,2026-02-09
P004576,R027905,15.36,2026-01-20
P004577,R007315,7.07,2024-06-13
P004578,R012592,24.37,2025-04-09
P004579,R020256,35.12,2024-11-15
P004580,R029735,11.4,2025-12-29
P004581,R016467,36.41,2024-11-27
P004582,R007871,27.44,2025-12-21
P004583,R011087,35.58,2026-01-06
P004584,R027129,30.94,2024-12-27
P004585,R028486,29.73,2025-06-29
P004586,R012823,18.25,2025-05-25
P004587,R015941,24.58,2026-05-04
P004588,R019484,34.52,2025-07-17
P004589,R013269,19.9,2025-09-27
P004590,R011695,11.12,2025-03-06
P004591,R011554,36.83,2026-06-03
P004592,R003658,6.97,2025-03-24
P004593,R018910,24.2,2025-05-25
P004594,R015994,14.05,2025-01-23
P004595,R008899,15.07,2024-11-07
P004596,R022439,33.37,2025-12-02
P004597,R024471,19.41,2025-09-02
P004598,R023265,26.64,2025-07-05
P004599,R010889,7.65,2024-05-25
P004600,R024942,40.58,2026-05-26
P004601,R023536,30.27,2024-10-28
P004602,R014192,20.1,2025-08-25
P004603,R026594,30.46,2026-03-28
P004604,R011727,6.38,2024-05-17
P004605,R013849,16.82,2025-05-14
P004606,R011894,19.66,2024-08-30
P004607,R001753,30.28,2026-04-01
P004608,R004425,27.13,2025-11-02
P004609,R004644,22.95,2024-06-07
P004610,R008966,5.25,2025-01-03
P004611,R026642,12.56,2025-06-09
P004612,R023218,23.14,2026-01-01
P004613,R024379,31.28,2025-09-05
P004614,R012272,15.42,2026-02-22
P004615,R027093,17.57,2024-10-24
P004616,R015606,40.32,2024-10-03
P004617,R004084,15.34,2025-07-04
P004618,R024435,7.65,2025-11-10
P004619,R027908,38.6,2025-12-27
P004620,R029327,6.08,2025-05-14
P004621,R015653,34.42,2025-10-29
P004622,R029355,30.06,2024-09-20
P004623,R010369,9.15,2025-04-16
P004624,R024513,35.78,2026-02-09
P004625,R024673,31.5,2025-04-25
P004626,R017166,6.37,2025-03-27
P004627,R017584,24.11,2025-07-03
P004628,R012330,40.11,2025-11-02
P004629,R000848,23.16,2024-07-29
P004630,R021866,16.34,2026-02-11
P004631,R009093,35.65,2025-06-08
P004632,R021037,12.92,2025-02-05
P004633,R003401,26.34,2024-10-30
P004634,R023576,15.1,2025-06-25
P004635,R024492,9.58,2024-06-08
P004636,R000465,6.48,2024-07-27
P004637,R001145,25.07,2024-11-02
P004638,R017825,8.37,2025-07-05
P004639,R003458,27.02,2025-05-24
P004640,R009459,34.92,2025-09-25
P004641,R029450,36.27,2025-06-28
P004642,R000361,14.27,2025-07-08
P004643,R027966,22.64,2025-07-22
P004644,R007654,27.34,2026-03-13
P004645,R026840,12.57,2024-02-08
P004646,R001166,17.6,2025-03-12
P004647,R009346,34.05,2024-10-17
P004648,R024535,31.09,2026-03-03
P004649,R000297,16.05,2025-04-27
P004650,R017844,23.79,2025-08-27
P004651,R019732,36.42,2024-05-08
P004652,R027194,8.34,2025-02-11
P004653,R004025,37.35,2025-03-13
P004654,R017438,22.88,2024-10-03
P004655,R004427,36.73,2025-07-20
P004656,R010124,25.31,2025-05-25
P004657,R002036,35.38,2026-01-30
P004658,R027232,15.32,2025-12-14
P004659,R012560,18.91,2025-05-18
P004660,R005811,41.99,2025-12-25
P004661,R014474,20.35,2025-05-18
P004662,R009534,11.42,2024-11-28
P004663,R004903,24.41,2025-10-29
P004664,R014007,16.38,2026-04-02
P004665,R029671,8.16,2025-08-27
P004666,R020743,33.69,2025-10-20
P004667,R005270,27.32,2025-05-04
P004668,R020695,44.23,2024-01-19
P004669,R016905,16.39,2024-10-23
P004670,R014619,13.73,2025-06-08
P004671,R028501,11.43,2026-01-27
P004672,R026525,10.35,2026-03-15
P004673,R025598,17.44,2026-04-06
P004674,R028528,13.26,2026-04-17
P004675,R016492,24.44,2024-10-09
P004676,R024564,28.41,2025-11-26
P004677,R021722,28.77,2025-04-04
P004678,R010245,27.77,2025-11-25
P004679,R007373,37.19,2026-01-17
P004680,R001123,15.08,2025-01-18
P004681,R022557,11.69,2025-11-01
P004682,R010041,18.15,2025-06-29
P004683,R000495,33.55,2025-01-04
P004684,R030210,14.42,2025-05-02
P004685,R005160,9.0,2024-06-21
P004686,R008081,6.37,2025-07-15
P004687,R003736,32.35,2025-08-04
P004688,R016469,39.17,2025-11-05
P004689,R023925,38.69,2026-03-25
P004690,R005468,13.51,2026-01-25
P004691,R021093,40.03,2025-10-28
P004692,R011553,35.94,2024-09-22
P004693,R023913,27.95,2024-05-15
P004694,R029485,8.15,2025-08-02
P004695,R023640,12.04,2025-10-06
P004696,R023724,12.76,2025-01-11
P004697,R030248,23.26,2025-03-05
P004698,R029142,24.83,2025-03-25
P004699,R026887,32.97,2026-03-29
P004700,R027208,42.36,2025-05-31
P004701,R001151,5.85,2024-06-08
P004702,R026057,17.0,2026-02-03
P004703,R029461,31.31,2026-04-01
P004704,R014491,33.24,2025-03-27
P004705,R010363,27.46,2025-09-21
P004706,R012223,24.82,2025-07-26
P004707,R020125,6.44,2025-02-01
P004708,R022397,21.45,2024-12-18
P004709,R007056,34.58,2025-05-27
P004710,R013626,20.53,2025-05-04
P004711,R028742,26.41,2024-05-15
P004712,R018496,15.01,2024-11-10
P004713,R026818,12.57,2026-04-19
P004714,R018492,33.42,2025-07-19
P004715,R010185,43.25,2024-06-20
P004716,R003632,24.55,2024-06-30
P004717,R014129,21.11,2026-03-01
P004718,R011209,16.84,2025-05-13
P004719,R018916,20.71,2024-09-02
P004720,R011846,11.58,2025-10-30
P004721,R010780,28.42,2024-06-26
P004722,R019505,14.0,2024-12-12
P004723,R008874,24.45,2024-10-14
P004724,R003110,31.36,2024-10-28
P004725,R002188,18.61,2025-05-24
P004726,R012139,16.97,2024-06-28
P004727,R012950,23.97,2024-07-17
P004728,R025145,23.38,2025-08-02
P004729,R007040,8.12,2026-05-09
P004730,R028710,30.07,2024-12-21
P004731,R022775,18.85,2024-07-16
P004732,R020664,23.44,2026-02-11
P004733,R016465,27.99,2024-12-02
P004734,R004346,28.34,2026-03-13
P004735,R023114,34.3,2025-08-30
P004736,R028969,29.64,2025-11-15
P004737,R015541,22.1,2025-08-03
P004738,R005403,34.34,2025-06-24
P004739,R003059,28.0,2025-08-28
P004740,R012286,15.15,2025-01-23
P004741,R026562,15.01,2025-08-02
P004742,R016721,24.32,2025-08-22
P004743,R016286,25.38,2024-10-04
P004744,R011689,30.91,2025-03-18
P004745,R018537,34.15,2026-03-31
P004746,R009019,33.06,2024-08-30
P004747,R010526,13.57,2025-02-21
P004748,R029240,38.65,2025-10-20
P004749,R015417,5.3,2025-10-27
P004750,R008530,19.02,2025-09-03
P004751,R025985,38.37,2026-06-08
P004752,R003295,32.93,2026-03-22
P004753,R007231,35.21,2026-01-05
P004754,R006059,12.23,2024-12-22
P004755,R013900,25.38,2025-11-23
P004756,R003767,27.31,2024-07-04
P004757,R016013,41.17,2024-10-21
P004758,R018790,7.69,2025-08-30
P004759,R001177,45.17,2024-09-23
P004760,R007427,15.94,2026-02-06
P004761,R022660,36.94,2025-07-10
P004762,R027144,20.45,2024-03-11
P004763,R024138,19.95,2025-09-26
P004764,R009400,14.52,2025-02-03
P004765,R002015,38.63,2024-10-11
P004766,R002118,11.62,2024-04-28
P004767,R002094,24.73,2025-09-07
P004768,R001438,4.89,2025-03-11
P004769,R009041,30.22,2026-02-02
P004770,R010090,26.98,2025-08-12
P004771,R004478,22.46,2024-07-30
P004772,R023560,12.89,2026-04-13
P004773,R008051,27.55,2026-02-20
P004774,R009788,23.83,2026-06-09
P004775,R020859,36.92,2026-01-01
P004776,R018875,20.87,2026-04-23
P004777,R011237,20.76,2025-07-21
P004778,R021940,31.56,2024-12-10
P004779,R013047,13.68,2025-07-14
P004780,R021621,37.75,2025-07-30
P004781,R005061,40.46,2025-02-17
P004782,R014584,14.13,2026-03-30
P004783,R025560,15.31,2025-08-24
P004784,R025263,39.14,2026-01-17
P004785,R008440,7.08,2026-04-12
P004786,R003985,5.87,2025-01-31
P004787,R028957,19.08,2025-12-26
P004788,R015066,19.02,2025-11-26
P004789,R006239,27.44,2026-01-18
P004790,R001587,25.29,2026-01-16
P004791,R027774,28.07,2025-10-10
P004792,R009815,27.57,2026-05-03
P004793,R014938,6.47,2025-01-19
P004794,R027348,29.41,2025-09-18
P004795,R023106,40.81,2026-05-20
P004796,R024107,11.18,2025-10-22
P004797,R008427,33.75,2025-03-13
P004798,R008184,23.25,2025-03-23
P004799,R010253,32.99,2025-07-09
P004800,R006735,46.34,2025-11-26
P004801,R017497,25.9,2024-11-11
P004802,R025501,12.97,2025-09-11
P004803,R027411,28.06,2025-10-14
P004804,R022218,23.9,2025-10-23
P004805,R021995,8.08,2025-01-15
P004806,R028491,17.4,2025-04-21
P004807,R013619,13.0,2025-09-17
P004808,R017579,30.69,2024-11-09
P004809,R012867,42.64,2026-01-25
P004810,R009137,12.49,2026-02-14
P004811,R001037,39.35,2025-05-21
P004812,R017177,15.29,2025-02-26
P004813,R006896,19.27,2024-11-22
P004814,R007868,28.94,2024-09-24
P004815,R018282,6.63,2025-07-06
P004816,R005985,26.77,2025-09-06
P004817,R025244,40.09,2026-02-10
P004818,R029955,24.1,2024-11-25
P004819,R008216,11.01,2026-03-18
P004820,R005377,13.9,2026-02-22
P004821,R023228,43.02,2025-05-20
P004822,R005078,16.5,2025-03-24
P004823,R011284,4.78,2024-12-08
P004824,R023382,17.54,2026-06-25
P004825,R000875,22.67,2025-12-08
P004826,R011153,6.7,2025-07-22
P004827,R021350,32.15,2024-10-05
P004828,R009824,35.79,2025-01-13
P004829,R009264,27.12,2025-02-28
P004830,R010698,34.01,2025-10-25
P004831,R022695,42.65,2025-11-13
P004832,R003386,31.95,2026-01-07
P004833,R022898,9.55,2025-11-03
P004834,R023808,10.62,2026-01-12
P004835,R003797,24.58,2025-10-01
P004836,R017342,19.05,2025-12-20
P004837,R015179,24.88,2025-03-05
P004838,R011395,38.13,2025-11-28
P004839,R011003,16.5,2025-10-28
P004840,R028061,21.79,2026-04-24
P004841,R005684,31.2,2026-02-13
P004842,R010573,35.52,2026-01-12
P004843,R005478,19.03,2024-11-12
P004844,R021026,17.18,2024-09-21
P004845,R029035,34.93,2025-05-27
P004846,R007686,32.89,2025-09-29
P004847,R025303,15.0,2025-09-09
P004848,R011350,38.97,2024-08-27
P004849,R007653,16.96,2025-05-15
P004850,R023838,16.01,2025-08-19
P004851,R019235,16.35,2025-12-16
P004852,R029873,16.68,2025-05-28
P004853,R028592,17.42,2026-01-10
P004854,R003437,17.16,2026-03-19
P004855,R015591,23.68,2026-01-25
P004856,R028007,18.63,2025-12-06
P004857,R023325,22.39,2025-08-30
P004858,R008227,18.01,2025-10-14
P004859,R003559,11.98,2025-08-09
P004860,R000631,7.93,2025-01-25
P004861,R016576,24.81,2025-09-01
P004862,R012338,6.22,2024-08-05
P004863,R025908,24.48,2024-10-31
P004864,R021613,11.22,2024-05-25
P004865,R004872,32.73,2025-07-28
P004866,R001857,41.98,2026-03-19
P004867,R003496,9.13,2024-11-12
P004868,R007449,28.98,2026-06-16
P004869,R010796,14.48,2024-08-05
P004870,R024165,6.6,2025-05-03
P004871,R002140,34.06,2025-02-08
P004872,R021535,32.65,2025-03-23
P004873,R000972,16.37,2025-12-21
P004874,R006948,30.05,2024-12-25
P004875,R008849,40.5,2025-11-16
P004876,R014141,25.63,2024-10-24
P004877,R001442,21.04,2025-05-14
P004878,R023849,12.14,2025-12-25
P004879,R012893,28.11,2025-05-14
P004880,R017267,9.55,2025-04-21
P004881,R012712,39.8,2024-04-28
P004882,R021236,17.11,2025-08-16
P004883,R008428,11.46,2024-10-26
P004884,R012471,28.86,2026-03-26
P004885,R005342,13.2,2026-05-09
P004886,R009045,32.41,2026-02-13
P004887,R003688,22.35,2025-10-23
P004888,R019413,13.14,2024-09-10
P004889,R018549,25.5,2026-05-11
P004890,R005337,28.16,2024-09-06
P004891,R016138,16.22,2026-03-31
P004892,R017123,16.05,2025-09-03
P004893,R002023,36.06,2025-10-27
P004894,R001220,15.45,2024-09-07
P004895,R001731,5.49,2025-10-15
P004896,R017042,20.97,2025-03-25
P004897,R004603,31.64,2024-10-12
P004898,R017102,10.76,2025-12-03
P004899,R000765,13.95,2025-02-28
P004900,R016183,39.7,2025-09-26
P004901,R015684,14.68,2026-04-30
P004902,R021168,39.68,2025-01-18
P004903,R009672,20.31,2026-05-14
P004904,R010381,18.65,2025-03-06
P004905,R029667,32.59,2025-08-09
P004906,R009489,33.65,2024-07-30
P004907,R016918,33.13,2025-04-24
P004908,R016130,7.02,2024-07-12
P004909,R010070,40.98,2025-08-06
P004910,R000073,32.58,2025-11-13
P004911,R019247,9.8,2025-12-29
P004912,R000456,21.48,2026-01-26
P004913,R022466,17.74,2025-03-24
P004914,R018219,18.85,2025-06-01
P004915,R020338,29.86,2025-10-24
P004916,R029080,27.55,2025-11-10
P004917,R008527,29.69,2025-09-23
P004918,R006544,36.99,2024-12-04
P004919,R016774,5.91,2026-06-07
P004920,R015131,41.08,2026-01-09
P004921,R013376,28.64,2025-10-12
P004922,R011180,29.82,2025-09-09
P004923,R026029,9.84,2025-10-19
P004924,R013018,7.04,2025-03-06
P004925,R022236,34.72,2025-09-24
P004926,R003337,26.33,2024-12-20
P004927,R007204,35.96,2026-03-31
P004928,R014654,18.43,2025-07-16
P004929,R020732,13.67,2026-02-07
P004930,R012014,32.7,2024-07-08
P004931,R001159,26.93,2025-10-14
P004932,R007841,27.25,2025-11-28
P004933,R005842,10.54,2025-09-01
P004934,R014142,34.45,2026-05-03
P004935,R006459,44.94,2025-08-06
P004936,R004200,36.91,2025-10-07
P004937,R028671,27.57,2025-06-20
P004938,R011526,25.7,2026-06-03
P004939,R023815,10.6,2025-10-27
P004940,R026735,11.58,2024-10-04
P004941,R020176,10.66,2026-05-12
P004942,R023806,15.23,2025-12-08
P004943,R015262,46.51,2026-03-15
P004944,R023954,42.74,2025-05-04
P004945,R007725,44.27,2024-09-04
P004946,R000006,26.92,2026-05-30
P004947,R026672,36.96,2024-07-11
P004948,R029254,8.24,2024-06-22
P004949,R029404,27.83,2025-12-03
P004950,R003793,9.26,2025-02-18
P004951,R001247,32.77,2026-03-22
P004952,R012520,29.45,2025-01-26
P004953,R024538,28.46,2025-09-28
P004954,R024480,29.0,2024-12-28
P004955,R010949,37.22,2025-07-24
P004956,R003951,34.55,2026-05-27
P004957,R014722,10.26,2024-07-11
P004958,R005329,34.37,2025-06-12
P004959,R029290,24.09,2024-04-16
P004960,R010431,19.41,2025-02-27
P004961,R010429,21.35,2025-04-08
P004962,R025813,28.85,2025-07-27
P004963,R029806,34.87,2026-06-26
P004964,R002416,7.22,2025-08-10
P004965,R029750,9.32,2024-11-24
P004966,R017606,21.16,2024-11-29
P004967,R019242,18.56,2026-05-21
P004968,R019047,29.11,2026-02-14
P004969,R008905,5.51,2025-07-02
P004970,R017130,16.23,2026-02-26
P004971,R012727,7.31,2025-04-14
P004972,R028623,27.95,2025-05-26
P004973,R026653,38.37,2024-05-07
P004974,R011759,6.03,2024-07-15
P004975,R029637,15.12,2025-02-26
P004976,R006512,16.23,2025-05-22
P004977,R004193,13.1,2024-07-05
P004978,R015380,29.84,2025-07-01
P004979,R026121,31.48,2025-06-27
P004980,R023682,20.17,2025-11-29
P004981,R017976,8.18,2025-05-30
P004982,R007761,25.35,2026-03-14
P004983,R011359,14.04,2025-12-30
P004984,R018508,22.97,2024-12-02
P004985,R024162,38.38,2025-08-04
P004986,R024162,38.38,2025-08-04
P004987,R004512,33.02,2026-02-11
P004988,R020045,36.08,2026-06-06
P004989,R001441,24.7,2025-08-27
P004990,R028612,19.29,2026-04-17
P004991,R028612,19.29,2026-04-17
P004992,R007965,17.52,2025-07-29
P004993,R027077,5.53,2025-06-18
P004994,R025342,38.19,2025-02-02
P004995,R019485,36.04,2024-07-03
P004996,R003477,32.95,2025-09-21
P004997,R016282,25.86,2026-04-13
P004998,R008761,25.08,2025-09-12
P004999,R025920,9.21,2025-01-07
P005000,R005440,30.55,2024-10-07
P005001,R027929,20.87,2025-12-08
P005002,R028407,14.93,2026-02-16
P005003,R012485,19.58,2025-03-15
P005004,R022292,12.79,2025-07-03
P005005,R016536,11.2,2025-08-21
P005006,R026527,9.56,2026-05-07
P005007,R019864,12.63,2026-04-09
P005008,R003546,43.51,2026-04-01
P005009,R024272,13.88,2025-08-30
P005010,R006257,16.32,2025-10-17
P005011,R017053,27.68,2025-05-08
P005012,R012122,25.46,2024-11-20
P005013,R028147,13.65,2025-10-01
P005014,R016885,24.12,2025-09-04
P005015,R026154,26.44,2024-10-16
P005016,R020419,37.88,2025-06-08
P005017,R003148,35.99,2024-09-02
P005018,R022622,29.76,2026-01-13
P005019,R022576,17.41,2025-03-15
P005020,R024631,9.17,2024-07-13
P005021,R001880,44.67,2026-06-18
P005022,R016601,4.85,2025-03-23
P005023,R012708,22.1,2025-11-11
P005024,R015326,22.23,2026-02-11
P005025,R015367,27.05,2026-03-10
P005026,R025007,38.72,2025-08-28
P005027,R003964,28.27,2024-08-19
P005028,R005626,38.52,2026-04-25
P005029,R017066,36.34,2025-08-06
P005030,R023587,11.0,2026-03-01
P005031,R020296,16.39,2024-10-10
P005032,R026705,14.39,2026-06-12
P005033,R022647,40.31,2025-01-26
P005034,R004414,36.01,2025-12-13
P005035,R006942,15.94,2025-10-04
P005036,R005089,5.47,2025-10-31
P005037,R024066,9.26,2026-01-24
P005038,R002969,26.83,2025-01-12
P005039,R018310,22.76,2026-06-30
P005040,R006255,40.71,2025-08-29
P005041,R017289,21.52,2024-04-03
P005042,R018104,36.48,2025-08-21
P005043,R007451,36.98,2025-05-29
P005044,R011347,8.31,2026-03-21
P005045,R001969,11.81,2026-03-24
P005046,R009205,32.84,2025-10-31
P005047,R013313,20.83,2026-06-17
P005048,R011605,4.94,2025-10-24
P005049,R027801,21.38,2025-12-24
P005050,R020225,37.15,2026-05-31
P005051,R019465,22.37,2026-02-07
P005052,R002507,19.7,2025-08-13
P005053,R011546,15.66,2026-05-17
P005054,R000070,23.25,2024-10-04
P005055,R010785,20.69,2025-08-27
P005056,R022631,29.71,2025-06-11
P005057,R011242,26.64,2025-11-16
P005058,R019674,38.94,2025-11-01
P005059,R005646,31.59,2024-10-12
P005060,R016339,32.05,2025-05-08
P005061,R011812,11.24,2026-01-03
P005062,R003082,12.74,2024-12-10
P005063,R012619,38.67,2025-09-10
P005064,R029058,38.41,2024-08-29
P005065,R000386,23.58,2024-11-18
P005066,R013199,13.34,2026-06-17
P005067,R029978,22.19,2025-12-23
P005068,R008065,23.59,2025-07-30
P005069,R019381,17.11,2025-10-18
P005070,R021137,25.02,2024-08-23
P005071,R009980,28.66,2025-03-02
P005072,R023489,31.54,2024-10-10
P005073,R008327,23.67,2026-06-08
P005074,R021879,18.23,2025-05-19
P005075,R011234,11.43,2025-01-11
P005076,R014327,11.38,2024-12-22
P005077,R015537,30.86,2024-12-09
P005078,R022805,36.88,2024-06-29
P005079,R022084,22.34,2025-11-15
P005080,R004203,6.73,2025-04-30
P005081,R019704,23.5,2025-03-25
P005082,R023720,30.34,2025-04-20
P005083,R029006,8.07,2025-05-25
P005084,R018822,10.5,2025-09-07
P005085,R016200,12.07,2025-05-11
P005086,R027324,6.41,2026-03-02
P005087,R027452,35.19,2025-07-11
P005088,R006781,9.75,2025-09-01
P005089,R019965,19.42,2024-11-30
P005090,R018642,8.27,2026-04-08
P005091,R008700,24.49,2026-04-04
P005092,R008518,30.58,2025-05-21
P005093,R018322,35.32,2024-04-17
P005094,R020760,6.11,2025-09-09
P005095,R008550,30.47,2025-12-06
P005096,R005803,38.71,2026-02-07
P005097,R010107,23.75,2025-07-26
P005098,R020874,24.13,2025-03-31
P005099,R005610,17.76,2024-06-25
P005100,R010907,31.0,2024-03-16
P005101,R017476,31.37,2025-12-01
P005102,R006183,37.08,2025-01-21
P005103,R002474,39.85,2026-01-06
P005104,R029437,26.95,2026-02-20
P005105,R006677,13.06,2024-11-13
P005106,R027580,38.36,2024-07-20
P005107,R015746,22.53,2024-05-16
P005108,R018494,36.76,2025-01-29
P005109,R022521,33.77,2026-03-05
P005110,R024467,37.73,2025-08-11
P005111,R026872,7.74,2025-09-11
P005112,R022021,25.64,2025-10-23
P005113,R004435,5.1,2025-11-16
P005114,R006784,30.65,2026-03-16
P005115,R009100,18.44,2024-12-26
P005116,R029798,5.26,2026-01-05
P005117,R001893,26.26,2024-08-26
P005118,R000035,32.5,2024-08-05
P005119,R028800,18.91,2026-03-15
P005120,R003470,5.09,2025-04-08
P005121,R012615,23.17,2024-05-16
P005122,R013463,41.28,2026-01-29
P005123,R006898,24.92,2025-02-08
P005124,R024280,32.92,2025-11-25
P005125,R025504,5.3,2026-05-17
P005126,R021269,28.89,2026-01-20
P005127,R029457,31.31,2025-06-17
P005128,R008992,23.2,2025-04-02
P005129,R027359,13.59,2025-09-19
P005130,R019398,11.57,2025-08-05
P005131,R002735,25.36,2025-02-13
P005132,R022517,28.48,2025-05-15
P005133,R007240,41.6,2026-01-23
P005134,R009717,11.94,2025-09-07
P005135,R021246,9.15,2025-03-23
P005136,R016709,42.35,2025-09-25
P005137,R015560,28.66,2024-08-01
P005138,R000439,37.71,2024-10-17
P005139,R001792,35.85,2025-12-27
P005140,R007108,39.87,2025-12-11
